graph_group,graph_id,weighted_alg,n_nodes,n_edges,weighted,directed,time,path_centrality,path_length,path_nodes_traversed,path,diam_centrality,diam,diam_nodes_traversed,diam_path
1000-ws-10,ws_1000_4_10_17,False,1000,2000,False,False,10.38509332,36,14,15,"[404, 406, 964, 966, 901, 338, 340, 421, 423, 424, 598, 600, 564, 562, 560]",36,17,18,"[453, 455, 448, 447, 96, 94, 95, 391, 967, 968, 110, 111, 817, 815, 506, 505, 503, 501]"
1000-ws-10,ws_1000_4_10_18,False,1000,2000,False,False,10.46914746,36,14,15,"[79, 309, 154, 156, 157, 293, 291, 132, 130, 129, 597, 595, 503, 505, 507]",33,17,18,"[737, 739, 741, 742, 620, 619, 617, 615, 297, 299, 173, 175, 814, 816, 817, 819, 821, 823]"
1000-ws-10,ws_1000_4_10_19,False,1000,2000,False,False,10.05395301,38,12,13,"[378, 744, 95, 94, 977, 255, 253, 252, 897, 895, 893, 617, 619]",37,17,18,"[474, 476, 617, 893, 895, 897, 898, 709, 707, 705, 685, 687, 689, 938, 939, 941, 943, 945]"
1000-ws-10,ws_1000_4_10_2,False,1000,2000,False,False,10.04802264,39,13,14,"[64, 615, 617, 619, 817, 815, 813, 811, 668, 920, 360, 671, 673, 109]",36,17,18,"[171, 173, 174, 417, 415, 413, 411, 747, 749, 885, 789, 790, 791, 793, 795, 859, 861, 863]"
1000-ws-10,ws_1000_4_10_20,False,1000,2000,False,False,10.17404483,35,14,15,"[511, 112, 110, 180, 182, 181, 162, 312, 313, 315, 317, 319, 321, 598, 596]",30,17,18,"[370, 368, 366, 364, 362, 360, 143, 142, 144, 43, 45, 81, 83, 84, 638, 636, 634, 632]"
1000-ws-10,ws_1000_4_10_21,False,1000,2000,False,False,10.33111736,38,17,18,"[441, 439, 437, 125, 763, 762, 564, 562, 12, 10, 8, 73, 74, 906, 907, 908, 910, 912]",34,20,21,"[915, 917, 919, 921, 923, 511, 509, 508, 506, 505, 306, 577, 575, 573, 572, 991, 989, 987, 985, 983, 981]"
1000-ws-10,ws_1000_4_10_22,False,1000,2000,False,False,10.4380848,38,15,16,"[453, 451, 449, 110, 444, 761, 762, 764, 827, 433, 431, 935, 936, 938, 578, 710]",38,17,18,"[145, 147, 65, 63, 61, 59, 225, 600, 276, 277, 275, 761, 444, 110, 449, 451, 453, 455]"
1000-ws-10,ws_1000_4_10_23,False,1000,2000,False,False,10.23006162,38,14,15,"[332, 762, 760, 758, 756, 77, 171, 938, 940, 942, 944, 945, 403, 433, 435]",35,17,18,"[699, 697, 695, 694, 570, 571, 917, 915, 824, 822, 827, 263, 464, 466, 468, 842, 840, 839]"
1000-ws-10,ws_1000_4_10_24,False,1000,2000,False,False,10.22745578,37,13,14,"[984, 982, 172, 174, 414, 412, 428, 426, 6, 7, 797, 822, 824, 662]",32,18,19,"[102, 100, 98, 96, 94, 93, 885, 886, 884, 883, 978, 628, 629, 195, 196, 303, 301, 299, 297]"
1000-ws-10,ws_1000_4_10_25,False,1000,2000,False,False,10.22847605,35,14,15,"[278, 276, 652, 654, 581, 583, 584, 170, 168, 876, 385, 705, 970, 972, 974]",33,17,18,"[272, 274, 276, 652, 654, 581, 583, 585, 601, 603, 834, 835, 837, 839, 841, 930, 928, 926]"
1000-ws-10,ws_1000_4_10_26,False,1000,2000,False,False,10.42138277,39,17,18,"[246, 244, 242, 240, 238, 237, 236, 261, 361, 186, 187, 525, 353, 351, 463, 699, 697, 695]",36,18,19,"[247, 249, 251, 253, 255, 307, 306, 308, 91, 93, 100, 98, 163, 162, 164, 919, 920, 922, 924]"
1000-ws-10,ws_1000_4_10_27,False,1000,2000,False,False,10.69479157,41,19,20,"[88, 90, 92, 133, 135, 262, 260, 517, 518, 245, 571, 570, 568, 183, 864, 865, 867, 869, 871, 873]",41,19,20,"[88, 90, 92, 133, 135, 262, 260, 517, 518, 245, 571, 570, 568, 183, 864, 865, 867, 869, 871, 873]"
1000-ws-10,ws_1000_4_10_28,False,1000,2000,False,False,9.901435504,36,14,15,"[23, 25, 27, 829, 730, 185, 183, 181, 180, 178, 713, 711, 709, 559, 561]",33,17,18,"[86, 84, 82, 81, 79, 786, 785, 411, 409, 33, 379, 381, 380, 479, 480, 482, 484, 486]"
1000-ws-10,ws_1000_4_10_29,False,1000,2000,False,False,10.19218113,38,13,14,"[662, 660, 658, 909, 759, 757, 827, 564, 566, 568, 109, 108, 882, 884]",36,19,20,"[383, 381, 379, 377, 376, 411, 413, 546, 989, 987, 986, 298, 624, 626, 628, 630, 632, 634, 636, 638]"
1000-ws-10,ws_1000_4_10_3,False,1000,2000,False,False,10.03739004,39,13,14,"[592, 594, 596, 635, 909, 29, 28, 102, 620, 622, 993, 991, 742, 740]",37,17,18,"[164, 166, 168, 170, 172, 760, 758, 404, 399, 401, 994, 993, 622, 620, 618, 616, 614, 612]"
1000-ws-10,ws_1000_4_10_4,False,1000,2000,False,False,10.39297054,39,19,20,"[868, 870, 872, 873, 373, 375, 82, 230, 232, 234, 236, 676, 678, 419, 417, 963, 964, 966, 968, 970]",39,19,20,"[868, 870, 872, 873, 373, 375, 82, 230, 232, 234, 236, 676, 678, 419, 417, 963, 964, 966, 968, 970]"
1000-ws-10,ws_1000_4_10_5,False,1000,2000,False,False,10.16434177,39,13,14,"[145, 147, 628, 747, 749, 854, 176, 248, 246, 244, 774, 772, 555, 407]",37,19,20,"[85, 87, 89, 108, 107, 472, 474, 476, 478, 480, 34, 8, 7, 5, 681, 683, 685, 687, 689, 691]"
1000-ws-10,ws_1000_4_10_6,False,1000,2000,False,False,10.21850397,35,12,13,"[896, 302, 304, 449, 448, 406, 881, 826, 828, 802, 800, 485, 487]",33,15,16,"[194, 192, 190, 188, 186, 19, 17, 313, 314, 664, 666, 668, 117, 116, 417, 419]"
1000-ws-10,ws_1000_4_10_7,False,1000,2000,False,False,10.34167151,37,14,15,"[308, 310, 20, 18, 17, 15, 14, 214, 202, 735, 401, 403, 332, 832, 834]",36,17,18,"[435, 433, 431, 429, 279, 280, 601, 681, 679, 677, 539, 541, 995, 993, 991, 989, 987, 985]"
1000-ws-10,ws_1000_4_10_8,False,1000,2000,False,False,10.19398857,38,16,17,"[577, 579, 581, 583, 585, 853, 854, 96, 90, 91, 550, 548, 941, 914, 915, 917, 919]",36,18,19,"[228, 226, 224, 554, 552, 550, 91, 90, 96, 97, 99, 101, 103, 105, 673, 675, 676, 678, 680]"
1000-ws-10,ws_1000_4_10_9,False,1000,2000,False,False,10.33955979,36,13,14,"[62, 60, 618, 620, 302, 303, 799, 801, 250, 252, 597, 174, 752, 754]",34,18,19,"[258, 256, 255, 254, 252, 597, 174, 752, 751, 961, 103, 105, 972, 546, 544, 542, 540, 538, 536]"
1000-ws-20,ws_1000_4_20_0,False,1000,2000,False,False,9.7097729,33,10,11,"[20, 481, 378, 193, 961, 100, 585, 425, 423, 308, 306]",31,12,13,"[27, 149, 151, 853, 851, 849, 197, 924, 925, 927, 994, 992, 990]"
1000-ws-20,ws_1000_4_20_1,False,1000,2000,False,False,9.849100071,36,12,13,"[156, 154, 162, 164, 418, 401, 880, 938, 936, 542, 805, 806, 549]",30,13,14,"[334, 332, 330, 329, 759, 760, 939, 940, 938, 880, 401, 399, 397, 396]"
1000-ws-20,ws_1000_4_20_10,False,1000,2000,False,False,9.988599644,35,10,11,"[976, 58, 60, 14, 139, 138, 462, 168, 115, 632, 634]",30,15,16,"[613, 614, 616, 618, 620, 318, 320, 714, 716, 717, 361, 359, 147, 696, 695, 693]"
1000-ws-20,ws_1000_4_20_11,False,1000,2000,False,False,10.00947094,36,10,11,"[29, 93, 155, 154, 525, 527, 403, 193, 195, 827, 829]",32,13,14,"[52, 54, 56, 418, 420, 439, 82, 318, 320, 322, 604, 602, 600, 599]"
1000-ws-20,ws_1000_4_20_12,False,1000,2000,False,False,9.558004391,33,11,12,"[364, 363, 634, 632, 175, 802, 803, 925, 923, 921, 406, 408]",25,13,14,"[92, 93, 95, 97, 99, 101, 103, 637, 382, 380, 379, 190, 180, 178]"
1000-ws-20,ws_1000_4_20_13,False,1000,2000,False,False,9.677298873,34,10,11,"[33, 32, 449, 447, 199, 235, 237, 726, 724, 964, 867]",31,12,13,"[30, 32, 449, 447, 199, 200, 46, 48, 952, 953, 67, 68, 70]"
1000-ws-20,ws_1000_4_20_14,False,1000,2000,False,False,9.489319571,36,10,11,"[685, 686, 315, 317, 1, 0, 998, 996, 254, 988, 990]",32,12,13,"[430, 698, 547, 112, 110, 111, 231, 376, 377, 819, 817, 815, 813]"
1000-ws-20,ws_1000_4_20_15,False,1000,2000,False,False,9.514200093,35,10,11,"[31, 33, 35, 739, 724, 725, 306, 304, 272, 271, 784]",28,13,14,"[607, 608, 478, 367, 366, 662, 983, 981, 979, 977, 771, 769, 767, 765]"
1000-ws-20,ws_1000_4_20_16,False,1000,2000,False,False,9.500116727,37,10,11,"[225, 226, 442, 443, 408, 812, 170, 172, 593, 658, 323]",26,13,14,"[292, 293, 291, 819, 820, 542, 68, 69, 682, 684, 579, 577, 575, 573]"
1000-ws-20,ws_1000_4_20_17,False,1000,2000,False,False,9.578570947,35,9,10,"[19, 752, 437, 548, 27, 448, 450, 812, 810, 808]",32,12,13,"[222, 220, 218, 341, 572, 571, 27, 448, 450, 812, 814, 815, 817]"
1000-ws-20,ws_1000_4_20_18,False,1000,2000,False,False,9.742507875,35,11,12,"[559, 558, 645, 647, 459, 457, 20, 22, 230, 472, 694, 674]",31,12,13,"[72, 74, 824, 825, 433, 432, 746, 748, 102, 47, 46, 156, 155]"
1000-ws-20,ws_1000_4_20_19,False,1000,2000,False,False,9.676832655,34,10,11,"[37, 35, 376, 526, 943, 941, 247, 605, 895, 953, 207]",32,13,14,"[172, 173, 12, 316, 57, 319, 321, 438, 440, 932, 931, 418, 420, 421]"
1000-ws-20,ws_1000_4_20_2,False,1000,2000,False,False,9.998236488,33,9,10,"[999, 494, 493, 378, 376, 374, 372, 370, 445, 832]",31,13,14,"[984, 174, 176, 30, 31, 29, 718, 716, 583, 584, 586, 587, 588, 590]"
1000-ws-20,ws_1000_4_20_20,False,1000,2000,False,False,9.818324709,36,11,12,"[501, 107, 627, 629, 535, 604, 605, 435, 437, 565, 663, 665]",33,13,14,"[186, 188, 190, 865, 717, 718, 937, 939, 434, 432, 430, 417, 418, 420]"
1000-ws-20,ws_1000_4_20_21,False,1000,2000,False,False,9.675647238,35,10,11,"[617, 615, 613, 612, 410, 142, 762, 588, 549, 742, 744]",30,13,14,"[307, 306, 305, 245, 243, 729, 731, 430, 428, 426, 425, 445, 446, 448]"
1000-ws-20,ws_1000_4_20_22,False,1000,2000,False,False,9.861518938,34,10,11,"[317, 316, 314, 818, 665, 86, 88, 594, 839, 870, 740]",27,13,14,"[150, 152, 154, 156, 959, 961, 962, 665, 86, 88, 700, 698, 696, 694]"
1000-ws-20,ws_1000_4_20_23,False,1000,2000,False,False,9.632579673,35,10,11,"[721, 719, 266, 637, 299, 998, 997, 215, 944, 577, 579]",29,13,14,"[594, 596, 597, 366, 368, 417, 474, 635, 637, 266, 719, 717, 715, 713]"
1000-ws-20,ws_1000_4_20_24,False,1000,2000,False,False,10.16086852,34,9,10,"[313, 308, 741, 928, 926, 316, 517, 631, 633, 404]",30,13,14,"[83, 85, 87, 250, 252, 254, 868, 672, 963, 962, 345, 343, 341, 339]"
1000-ws-20,ws_1000_4_20_25,False,1000,2000,False,False,9.956303889,35,10,11,"[89, 87, 686, 318, 177, 179, 593, 162, 962, 964, 360]",27,14,15,"[565, 566, 568, 454, 452, 451, 450, 816, 815, 813, 272, 270, 850, 852, 854]"
1000-ws-20,ws_1000_4_20_26,False,1000,2000,False,False,9.921029442,34,10,11,"[154, 777, 775, 922, 920, 724, 722, 723, 258, 845, 985]",33,13,14,"[35, 33, 31, 29, 27, 213, 215, 260, 258, 845, 985, 984, 982, 449]"
1000-ws-20,ws_1000_4_20_27,False,1000,2000,False,False,9.737916567,37,10,11,"[677, 907, 559, 557, 274, 646, 292, 290, 815, 335, 333]",33,13,14,"[107, 109, 111, 719, 721, 977, 978, 155, 516, 517, 588, 464, 462, 461]"
1000-ws-20,ws_1000_4_20_28,False,1000,2000,False,False,9.415239254,34,11,12,"[936, 143, 460, 530, 288, 279, 893, 9, 7, 645, 646, 648]",32,13,14,"[181, 179, 177, 432, 789, 787, 699, 698, 697, 105, 83, 630, 632, 634]"
1000-ws-20,ws_1000_4_20_29,False,1000,2000,False,False,9.540648638,35,11,12,"[40, 42, 215, 213, 102, 601, 599, 598, 816, 814, 624, 626]",28,13,14,"[510, 508, 509, 507, 506, 989, 528, 530, 12, 22, 692, 693, 694, 696]"
1000-ws-20,ws_1000_4_20_3,False,1000,2000,False,False,9.661806758,34,11,12,"[12, 10, 860, 862, 504, 502, 50, 52, 843, 336, 338, 340]",31,13,14,"[141, 142, 967, 965, 963, 107, 105, 455, 454, 317, 316, 94, 736, 734]"
1000-ws-20,ws_1000_4_20_4,False,1000,2000,False,False,10.06614658,37,10,11,"[82, 204, 876, 878, 345, 343, 441, 443, 842, 844, 262]",34,14,15,"[66, 68, 70, 828, 92, 777, 779, 869, 871, 873, 759, 368, 370, 372, 374]"
1000-ws-20,ws_1000_4_20_5,False,1000,2000,False,False,9.67843005,37,11,12,"[957, 312, 314, 24, 25, 470, 44, 848, 850, 954, 476, 363]",28,13,14,"[445, 444, 442, 440, 439, 387, 724, 723, 721, 719, 717, 964, 965, 966]"
1000-ws-20,ws_1000_4_20_6,False,1000,2000,False,False,9.771564515,39,10,11,"[16, 842, 841, 97, 898, 900, 899, 746, 307, 734, 735]",38,14,15,"[163, 161, 159, 211, 286, 287, 900, 899, 746, 307, 983, 985, 986, 987, 989]"
1000-ws-20,ws_1000_4_20_7,False,1000,2000,False,False,9.719137849,36,10,11,"[532, 531, 261, 259, 323, 325, 906, 908, 901, 489, 487]",30,13,14,"[400, 402, 404, 405, 297, 296, 295, 473, 192, 191, 173, 174, 975, 973]"
1000-ws-20,ws_1000_4_20_8,False,1000,2000,False,False,9.708561231,36,10,11,"[666, 665, 439, 437, 785, 216, 861, 836, 834, 939, 941]",32,13,14,"[321, 320, 242, 244, 246, 475, 477, 669, 667, 665, 920, 918, 916, 914]"
1000-ws-20,ws_1000_4_20_9,False,1000,2000,False,False,9.862517535,35,9,10,"[472, 470, 143, 343, 749, 747, 122, 357, 935, 933]",32,12,13,"[12, 395, 744, 746, 747, 749, 343, 143, 470, 468, 466, 464, 462]"
10000-barabasi_albert,ba_10000_0,False,10000,19996,False,False,5017.842409,836,6,7,"[3130, 29, 6, 0, 3, 285, 830]",736,9,10,"[8240, 5056, 3992, 1, 0, 7, 14, 725, 5301, 9153]"
10000-barabasi_albert,ba_10000_1,False,10000,19996,False,False,3827.504321,705,6,7,"[1057, 17, 0, 1, 9, 910, 4261]",631,9,10,"[6557, 4675, 295, 12, 1, 0, 10, 3170, 9173, 9343]"
10000-barabasi_albert,ba_10000_10,False,10000,19996,False,False,3548.574645,638,6,7,"[503, 14, 5, 1, 3, 52, 1373]",479,9,10,"[8160, 6641, 5551, 140, 13, 1, 5, 4354, 9105, 9825]"
10000-barabasi_albert,ba_10000_11,False,10000,19996,False,False,3900.701317,701,6,7,"[1772, 11, 3, 0, 5, 75, 912]",575,9,10,"[5726, 2590, 2143, 1791, 3, 0, 8, 493, 4480, 9720]"
10000-barabasi_albert,ba_10000_12,False,10000,19996,False,False,3685.834217,661,6,7,"[485, 6, 0, 2, 5, 47, 5128]",583,9,10,"[7222, 6695, 5061, 1981, 5, 2, 0, 160, 4400, 6223]"
10000-barabasi_albert,ba_10000_13,False,10000,19996,False,False,3843.295599,694,6,7,"[726, 28, 0, 4, 3, 256, 7154]",535,9,10,"[3840, 1824, 340, 35, 4, 3, 88, 1036, 4491, 9274]"
10000-barabasi_albert,ba_10000_14,False,10000,19996,False,False,4038.827792,734,6,7,"[725, 11, 3, 0, 24, 27, 1810]",580,9,10,"[9892, 8020, 304, 191, 0, 3, 76, 650, 3948, 8780]"
10000-barabasi_albert,ba_10000_15,False,10000,19996,False,False,3775.374611,668,6,7,"[616, 37, 2, 0, 10, 298, 8416]",555,9,10,"[8678, 3606, 3044, 37, 2, 0, 825, 5300, 7520, 9907]"
10000-barabasi_albert,ba_10000_16,False,10000,19996,False,False,3821.460931,620,6,7,"[401, 35, 0, 2, 3, 206, 5296]",559,9,10,"[8249, 2005, 247, 2, 0, 4, 436, 5525, 4407, 8507]"
10000-barabasi_albert,ba_10000_17,False,10000,19996,False,False,3669.950072,648,6,7,"[3800, 52, 0, 2, 6, 238, 2898]",545,9,10,"[6001, 1651, 445, 0, 2, 17, 106, 4612, 7964, 9623]"
10000-barabasi_albert,ba_10000_18,False,10000,19996,False,False,3792.948695,650,6,7,"[4477, 20, 1, 0, 4, 231, 673]",609,9,10,"[9472, 2550, 564, 1, 0, 4, 1268, 1681, 5648, 9811]"
10000-barabasi_albert,ba_10000_19,False,10000,19996,False,False,3605.722301,645,6,7,"[972, 22, 0, 6, 4, 91, 607]",456,9,10,"[6060, 1626, 6643, 205, 6, 0, 64, 395, 7293, 9677]"
10000-barabasi_albert,ba_10000_2,False,10000,19996,False,False,3323.856352,531,6,7,"[1061, 47, 7, 0, 14, 95, 2611]",466,9,10,"[7458, 1692, 796, 13, 0, 7, 111, 621, 7773, 8110]"
10000-barabasi_albert,ba_10000_20,False,10000,19996,False,False,3752.828992,679,6,7,"[922, 37, 0, 7, 4, 110, 3517]",553,9,10,"[5857, 3250, 1087, 37, 0, 1, 27, 1301, 4069, 8649]"
10000-barabasi_albert,ba_10000_21,False,10000,19996,False,False,3507.900116,664,6,7,"[962, 120, 3, 0, 8, 220, 2013]",465,9,10,"[9295, 4345, 1278, 12, 0, 8, 211, 5117, 5206, 8042]"
10000-barabasi_albert,ba_10000_22,False,10000,19996,False,False,3400.390605,627,5,6,"[629, 1, 0, 2, 7, 808]",562,9,10,"[9711, 2798, 1918, 15, 2, 0, 20, 1570, 9004, 9684]"
10000-barabasi_albert,ba_10000_23,False,10000,19996,False,False,3397.751757,576,6,7,"[894, 29, 26, 3, 4, 837, 5394]",476,9,10,"[9394, 4357, 2374, 36, 3, 1, 11, 626, 6920, 7473]"
10000-barabasi_albert,ba_10000_24,False,10000,19996,False,False,3438.072381,607,6,7,"[2249, 19, 6, 0, 8, 50, 2380]",501,9,10,"[9623, 5322, 633, 19, 6, 16, 60, 1381, 7117, 9533]"
10000-barabasi_albert,ba_10000_25,False,10000,19996,False,False,3495.971487,658,6,7,"[576, 17, 5, 3, 6, 130, 1618]",502,9,10,"[6049, 2388, 1609, 2, 3, 6, 6024, 1985, 5591, 9093]"
10000-barabasi_albert,ba_10000_26,False,10000,19996,False,False,4077.732625,701,6,7,"[430, 56, 0, 2, 8, 93, 8724]",568,9,10,"[6020, 4857, 136, 49, 0, 2, 130, 2723, 4782, 6886]"
10000-barabasi_albert,ba_10000_27,False,10000,19996,False,False,4060.875167,741,6,7,"[199, 8, 0, 11, 204, 890, 3069]",589,9,10,"[7075, 4740, 3122, 7, 0, 11, 1105, 3422, 4983, 8807]"
10000-barabasi_albert,ba_10000_28,False,10000,19996,False,False,3843.654405,731,6,7,"[1241, 18, 3, 0, 4, 207, 4899]",635,9,10,"[8178, 5781, 6195, 4, 0, 3, 622, 1541, 7592, 9321]"
10000-barabasi_albert,ba_10000_29,False,10000,19996,False,False,4167.01764,783,7,8,"[7263, 163, 3, 0, 7, 21, 367, 7179]",591,9,10,"[9959, 7362, 1550, 43, 0, 7, 136, 1989, 8706, 9231]"
10000-barabasi_albert,ba_10000_3,False,10000,19996,False,False,3815.147901,641,6,7,"[546, 236, 0, 3, 4, 254, 961]",561,9,10,"[6878, 6115, 3327, 833, 3, 0, 44, 604, 7567, 9784]"
10000-barabasi_albert,ba_10000_4,False,10000,19996,False,False,3497.217542,608,5,6,"[466, 6, 4, 0, 41, 149]",497,9,10,"[7512, 6430, 3235, 18, 6, 4, 110, 5677, 6157, 7757]"
10000-barabasi_albert,ba_10000_5,False,10000,19996,False,False,3914.977191,681,6,7,"[956, 45, 0, 4, 8, 117, 1373]",596,9,10,"[7905, 5624, 4385, 1994, 0, 4, 8, 5555, 6340, 6670]"
10000-barabasi_albert,ba_10000_6,False,10000,19996,False,False,3952.736299,794,6,7,"[1577, 37, 6, 0, 4, 72, 5109]",524,9,10,"[9488, 1763, 304, 3, 6, 18, 2162, 4343, 5845, 9149]"
10000-barabasi_albert,ba_10000_7,False,10000,19996,False,False,4115.22091,745,7,8,"[2198, 84, 3, 0, 2, 750, 1050, 8090]",613,9,10,"[9705, 7712, 1236, 6, 3, 0, 245, 4718, 7612, 9066]"
10000-barabasi_albert,ba_10000_8,False,10000,19996,False,False,3821.409628,686,7,8,"[6276, 249, 5, 0, 1, 35, 432, 6631]",552,9,10,"[9275, 797, 297, 1, 0, 53, 199, 5802, 7040, 9402]"
10000-barabasi_albert,ba_10000_9,False,10000,19996,False,False,3672.280558,641,6,7,"[5476, 13, 4, 0, 3, 25, 2550]",504,9,10,"[7718, 4374, 167, 151, 1, 0, 19, 172, 5802, 7513]"
10000-ws-10,ws_10000_4_10_0,False,10000,20000,False,False,1712.2314,50,23,24,"[1472, 1470, 9785, 9784, 8664, 2706, 2707, 507, 7489, 866, 865, 5082, 5080, 6807, 6805, 6803, 6801, 6799, 8451, 8449, 8447, 8445, 8443, 8441]",44,26,27,"[8438, 8436, 8434, 8432, 8430, 8428, 8426, 8425, 8424, 3959, 3957, 3955, 4968, 4970, 3706, 3708, 3710, 3711, 4686, 9609, 9608, 9606, 9604, 9602, 9600, 9598, 9596]"
10000-ws-10,ws_10000_4_10_1,False,10000,20000,False,False,1712.319799,50,19,20,"[2355, 2353, 1007, 1005, 5900, 5898, 4481, 4479, 2925, 2926, 2928, 9111, 9113, 7867, 3113, 3112, 3110, 3108, 3106, 2867]",45,24,25,"[7282, 7280, 7278, 7276, 7274, 7273, 3816, 3817, 8031, 8032, 8033, 5894, 5892, 7560, 7558, 7557, 2992, 2991, 2993, 2994, 2996, 2998, 3000, 9305, 9304]"
10000-ws-10,ws_10000_4_10_10,False,10000,20000,False,False,1720.256805,51,18,19,"[109, 107, 105, 7842, 7844, 3673, 7663, 7664, 5887, 5498, 3782, 7301, 7303, 4908, 4906, 5972, 5971, 5184, 5186]",50,24,25,"[1044, 1045, 1047, 1049, 9457, 9456, 9454, 9453, 5230, 6268, 6269, 6271, 2147, 2148, 3851, 5988, 7889, 3932, 6576, 6578, 6580, 6581, 6583, 6585, 6587]"
10000-ws-10,ws_10000_4_10_11,False,10000,20000,False,False,1695.87808,49,19,20,"[9027, 9029, 6597, 6599, 3161, 2440, 2438, 6912, 9073, 9071, 9069, 620, 618, 616, 7804, 7806, 7807, 8383, 8385, 8387]",43,25,26,"[6280, 6278, 6276, 6274, 6272, 6270, 2890, 2888, 2886, 2902, 3603, 3601, 3599, 1523, 1525, 6408, 6410, 6412, 6414, 6416, 7550, 7548, 7546, 7544, 7542, 7541]"
10000-ws-10,ws_10000_4_10_12,False,10000,20000,False,False,1695.444832,51,18,19,"[2217, 2922, 2921, 768, 766, 764, 9703, 8282, 8951, 8950, 3095, 3097, 986, 7158, 7156, 5926, 5924, 5922, 5920]",45,24,25,"[5139, 5137, 5135, 5133, 5131, 5627, 5628, 5630, 5632, 5634, 5636, 4583, 4581, 2380, 2378, 2377, 590, 7424, 7425, 7427, 7429, 7431, 7433, 7435, 7437]"
10000-ws-10,ws_10000_4_10_13,False,10000,20000,False,False,1689.201306,49,19,20,"[4603, 4605, 3677, 6905, 6903, 532, 533, 3123, 3125, 5323, 5321, 7137, 7135, 7133, 4876, 4875, 4176, 4178, 7534, 7536]",44,24,25,"[1667, 1668, 1670, 9236, 9234, 9232, 9230, 9229, 6278, 3817, 3815, 3816, 9465, 9464, 6927, 6925, 6923, 7774, 7773, 1899, 1898, 2964, 2965, 2967, 2969]"
10000-ws-10,ws_10000_4_10_14,False,10000,20000,False,False,1699.502379,50,18,19,"[4531, 4533, 9576, 9578, 9323, 4738, 4740, 8475, 8473, 8471, 1365, 1363, 6399, 3748, 1156, 6814, 9769, 7750, 7751]",46,26,27,"[2420, 2421, 2423, 2425, 2427, 2429, 2431, 3508, 3510, 3512, 3514, 1580, 8834, 8832, 7460, 7458, 1980, 1978, 1976, 4508, 4510, 4511, 4513, 4515, 4517, 4519, 4521]"
10000-ws-10,ws_10000_4_10_15,False,10000,20000,False,False,1707.672141,50,20,21,"[2340, 2342, 2344, 2346, 8024, 3793, 3795, 3230, 4753, 4755, 1205, 1204, 2417, 7819, 4646, 4647, 2116, 7900, 7901, 7903, 7905]",45,24,25,"[1016, 1014, 3885, 3886, 4627, 4628, 4630, 6382, 6384, 7092, 7093, 7095, 7097, 7099, 7100, 6708, 6706, 4738, 640, 639, 4223, 4221, 4219, 4217, 4215]"
10000-ws-10,ws_10000_4_10_16,False,10000,20000,False,False,1701.398897,49,21,22,"[1697, 1695, 1693, 1691, 1689, 8784, 107, 106, 398, 400, 3415, 3414, 6265, 775, 4569, 4571, 4572, 7546, 7545, 1922, 1924, 1926]",44,27,28,"[4931, 4933, 4935, 4937, 4939, 4941, 4943, 7690, 7692, 7691, 5833, 5834, 3554, 3555, 3556, 1866, 1867, 6490, 5032, 5031, 5029, 5027, 5025, 5023, 5021, 5019, 5017, 5015]"
10000-ws-10,ws_10000_4_10_17,False,10000,20000,False,False,1711.945013,52,26,27,"[855, 853, 851, 849, 847, 356, 357, 1469, 1471, 1473, 9312, 1778, 3115, 9079, 64, 2792, 2791, 2789, 1651, 1653, 1655, 1657, 1659, 1661, 1663, 1665, 1667]",47,27,28,"[1667, 1665, 1663, 1661, 1659, 1657, 1655, 1653, 245, 244, 4289, 2031, 2030, 2028, 2027, 2029, 9420, 9419, 9417, 8785, 8787, 8789, 8791, 8793, 8795, 8797, 8799, 8801]"
10000-ws-10,ws_10000_4_10_18,False,10000,20000,False,False,1684.541931,51,20,21,"[700, 698, 696, 695, 8667, 8665, 1813, 6773, 3086, 8873, 2335, 2336, 265, 267, 906, 908, 8058, 4302, 4301, 4299, 4297]",45,24,25,"[5725, 5723, 5721, 5719, 5718, 5716, 5714, 6130, 6128, 6127, 9105, 9107, 5096, 5094, 2239, 2237, 2235, 7675, 7677, 9334, 9332, 9330, 9328, 9326, 9325]"
10000-ws-10,ws_10000_4_10_19,False,10000,20000,False,False,1698.199479,50,19,20,"[80, 78, 76, 74, 2876, 2874, 2872, 2870, 1666, 702, 3309, 3311, 8075, 5879, 5643, 167, 1508, 1510, 3874, 3872]",45,23,24,"[2914, 2912, 2910, 2909, 2908, 9088, 9089, 7568, 6163, 6164, 6162, 5684, 2785, 2783, 2781, 7029, 7027, 2677, 2679, 2681, 6511, 6509, 6507, 6505]"
10000-ws-10,ws_10000_4_10_2,False,10000,20000,False,False,1738.527901,50,18,19,"[5814, 8761, 8763, 3593, 3591, 3590, 4762, 8788, 155, 157, 6003, 6004, 6006, 6008, 824, 9790, 9792, 9794, 9796]",45,24,25,"[9652, 9654, 9656, 9658, 9660, 9662, 9664, 2510, 2712, 2710, 2709, 4615, 1392, 1391, 422, 424, 426, 4940, 825, 824, 9790, 9792, 9793, 9795, 9797]"
10000-ws-10,ws_10000_4_10_20,False,10000,20000,False,False,1725.818973,49,17,18,"[8823, 8824, 5590, 5589, 9758, 7126, 7128, 1989, 1308, 7712, 3404, 3406, 9514, 4754, 4753, 7528, 6307, 6305]",46,24,25,"[2157, 2155, 2153, 2152, 622, 621, 6916, 6914, 2887, 2889, 8856, 3152, 923, 925, 926, 2991, 2990, 2988, 2986, 2984, 2982, 8779, 8780, 8781, 8783]"
